metric_score,metric_name,mol_rep,mol_prop,model_name,fold,split_type,task
1.0,Precision_NPV,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
1.0,Precision_NPV,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
1.0,Precision_NPV,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,MCC,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,MCC,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,MCC,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,MCC,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,MCC,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,MCC,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
,Cohen_Kappa,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
,Cohen_Kappa,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
,Cohen_Kappa,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
,Cohen_Kappa,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
,Cohen_Kappa,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
,Cohen_Kappa,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,BEDROC,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,BEDROC,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,BEDROC,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,BEDROC,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,BEDROC,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,BEDROC,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,EF,morganBits,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,EF,morganCounts,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,EF,maccs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,EF,rdkit2d,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,EF,physchem,CYP2D6,XGBoost,0,scaffold,cutoff6
0.0,EF,atomPairs,CYP2D6,XGBoost,0,scaffold,cutoff6
0.8131868131868133,AUROC,SMILES,CYP3A4,MolBERT,0,scaffold,cutoff6
0.2767636633050414,AUPRC,SMILES,CYP3A4,MolBERT,0,scaffold,cutoff6
