model,metric_name,mol_prop,task,p_value,stats_method
grover_base,Precision_PPV,MDR1,cutoff6,0.6435165948165775,wilcoxon
grover_base,Precision_PPV,MDR1,cutoff6,0.6619579888810774,ttest_ind
grover_base,Precision_PPV,MDR1,cutoff6,0.5945602565439676,ranksums
grover_base,Precision_NPV,MDR1,cutoff6,0.5094408307925962,ttest_rel
grover_base,Precision_NPV,MDR1,cutoff6,0.5857115693468691,wilcoxon
grover_base,Precision_NPV,MDR1,cutoff6,0.4992416260316169,ttest_ind
grover_base,Precision_NPV,MDR1,cutoff6,0.23109674669077074,ranksums
grover_base,AUROC,CYP3A4,cutoff6,0.8968529568688575,ttest_rel
grover_base,AUROC,CYP3A4,cutoff6,0.8774027283940786,wilcoxon
grover_base,AUROC,CYP3A4,cutoff6,0.9095102828603966,ttest_ind
grover_base,AUROC,CYP3A4,cutoff6,0.9764109078760824,ranksums
grover_base,AUPRC,CYP3A4,cutoff6,0.13649274193347616,ttest_rel
grover_base,AUPRC,CYP3A4,cutoff6,0.5440062075841892,wilcoxon
grover_base,AUPRC,CYP3A4,cutoff6,0.21009335892624997,ttest_ind
grover_base,AUPRC,CYP3A4,cutoff6,0.7116726254873127,ranksums
grover_base,Precision_PPV,CYP3A4,cutoff6,0.9182184387322785,ttest_rel
grover_base,Precision_PPV,CYP3A4,cutoff6,0.5999359281677457,wilcoxon
grover_base,Precision_PPV,CYP3A4,cutoff6,0.9348273735734359,ttest_ind
grover_base,Precision_PPV,CYP3A4,cutoff6,0.23109674669077074,ranksums
